




















12/08/17 16:51:33;1502571093384;UAV36vRU15;5.0;0.0
12/08/17 16:51:33;1502571093384;UAV577RZ05;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_34;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_35;5.0;0.0
12/08/17 16:51:33;1502571093384;UAV80fVc09;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_32;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_33;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_38;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_39;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_36;5.0;0.0
12/08/17 16:51:33;1502571093384;UAV84MFR20;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_37;5.0;0.0
12/08/17 16:51:33;1502571093384;UAV65MEV46;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_30;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_31;5.0;0.0
12/08/17 16:51:33;1502571093384;UAV444yT49;5.0;0.0
12/08/17 16:51:33;1502571093384;UAV01GXs13;5.0;0.0
12/08/17 16:51:33;1502571093384;UAV36ZuV19;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_29;5.0;0.0
12/08/17 16:51:33;1502571093384;UAV50QNv24;5.0;0.0
12/08/17 16:51:33;1502571093384;UAV73vCw40;5.0;0.0
12/08/17 16:51:33;1502571093384;UAV89lMF34;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_23;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_24;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_21;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_22;5.0;0.0
12/08/17 16:51:33;1502571093384;UAV67Vuk19;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_27;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_28;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_25;5.0;0.0
12/08/17 16:51:33;1502571093384;UAV28QXw46;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_26;5.0;0.0
12/08/17 16:51:33;1502571093384;UAV12CjP23;5.0;0.0
12/08/17 16:51:33;1502571093384;UAV650aD49;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_20;5.0;0.0
12/08/17 16:51:33;1502571093384;UAV83Ztd50;5.0;0.0
12/08/17 16:51:33;1502571093384;UAV98ypn01;5.0;0.0
12/08/17 16:51:33;1502571093384;UAV319fW08;5.0;0.0
12/08/17 16:51:33;1502571093384;UAV39OKs10;5.0;0.0
12/08/17 16:51:33;1502571093384;UAV95TtX10;5.0;0.0
12/08/17 16:51:33;1502571093384;UAV37gTF29;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_18;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_19;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_9;5.0;0.0
12/08/17 16:51:33;1502571093384;UAV91gTk22;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_7;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_12;5.0;0.0
12/08/17 16:51:33;1502571093384;UAV785IQ11;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_8;5.0;0.0
12/08/17 16:51:33;1502571093384;SITL_13;5.0;0.0
