12/08/17 16:41:28;1502570488370;;Task Report Scheduled;0




















12/08/17 16:51:28;1502571088748;SITL_40;true;126195716
12/08/17 16:51:28;1502571088834;UAV650aD49;true;35921352
12/08/17 16:51:28;1502571088901;UAV75gXG06;true;26312959
12/08/17 16:51:28;1502571088969;UAV238YO34;true;28463414
12/08/17 16:51:29;1502571089039;SITL_41;true;28471827
12/08/17 16:51:29;1502571089095;UAV770WL46;true;26703568
12/08/17 16:51:29;1502571089147;UAV98ypn01;true;21050247
12/08/17 16:51:29;1502571089201;UAV785IQ11;true;24801601
12/08/17 16:51:29;1502571089261;SITL_42;true;24212080
12/08/17 16:51:29;1502571089314;UAV577RZ05;true;21780085
12/08/17 16:51:29;1502571089361;UAV67Vuk19;true;24058240
12/08/17 16:51:29;1502571089409;UAV444yT49;true;18617350
12/08/17 16:51:29;1502571089457;SITL_43;true;23463913
12/08/17 16:51:29;1502571089511;UAV408vT06;true;25456923
12/08/17 16:51:29;1502571089556;UAV37gTF29;true;18886270
12/08/17 16:51:29;1502571089602;UAV355xP39;true;22412573
12/08/17 16:51:29;1502571089660;SITL_9;true;27188525
12/08/17 16:51:29;1502571089712;UAV33tvk16;true;24384550
12/08/17 16:51:29;1502571089766;SITL_8;true;25043177
12/08/17 16:51:29;1502571089814;UAV71XuJ45;true;23696777
12/08/17 16:51:29;1502571089862;SITL_3;true;21559842
12/08/17 16:51:29;1502571089905;UAV34bKc35;true;18542233
12/08/17 16:51:29;1502571089950;SITL_2;true;19643151
12/08/17 16:51:30;1502571090061;UAV95TtX10;true;87400380
12/08/17 16:51:30;1502571090103;SITL_1;true;17193128
12/08/17 16:51:30;1502571090140;UAV01GXs13;true;14943518
12/08/17 16:51:30;1502571090174;SITL_0;true;13992835
12/08/17 16:51:30;1502571090220;UAV83XeF38;true;20770511
12/08/17 16:51:30;1502571090259;UAV319fW08;true;17878798
12/08/17 16:51:30;1502571090294;SITL_7;true;14869001
12/08/17 16:51:30;1502571090325;UAV220Sl27;true;14625021
12/08/17 16:51:30;1502571090356;UAV50QNv24;true;13329399
12/08/17 16:51:30;1502571090389;UAV059Fj49;true;14015670
12/08/17 16:51:30;1502571090427;SITL_6;true;20023545
12/08/17 16:51:30;1502571090464;UAV737nw46;true;15751479
12/08/17 16:51:30;1502571090500;UAV44wPm19;true;16612021
12/08/17 16:51:30;1502571090534;UAV123eZ05;true;17154068
12/08/17 16:51:30;1502571090567;SITL_5;true;13604329
12/08/17 16:51:30;1502571090602;UAV045hp12;true;15797750
12/08/17 16:51:30;1502571090630;UAV12CjP23;true;13057174
12/08/17 16:51:30;1502571090667;UAV374wU42;true;19761235
12/08/17 16:51:30;1502571090699;SITL_4;true;14076965
12/08/17 16:51:30;1502571090733;UAV983HA39;true;13973905
12/08/17 16:51:30;1502571090768;UAV83Ztd50;true;17363494
12/08/17 16:51:30;1502571090797;SITL_13;true;12491992
12/08/17 16:51:30;1502571090826;UAV55qAk40;true;11770267
12/08/17 16:51:30;1502571090860;SITL_12;true;16841279
12/08/17 16:51:30;1502571090893;UAV65MEV46;true;13544836
12/08/17 16:51:30;1502571090927;SITL_11;true;13461005
12/08/17 16:51:30;1502571090956;UAV43Xrz27;true;14040909
12/08/17 16:51:30;1502571090989;SITL_10;true;15747873
12/08/17 16:51:31;1502571091018;UAV36vRU15;true;13266300
12/08/17 16:51:31;1502571091050;SITL_17;true;12787954
12/08/17 16:51:31;1502571091079;UAV99ukf24;true;13289437
