12/08/17 16:41:28;1502570488370;;Task Report Scheduled;0




















12/08/17 16:51:31;1502571091106;SITL_16;true;12612180
12/08/17 16:51:31;1502571091139;UAV23BYN08;true;15640306
12/08/17 16:51:31;1502571091168;SITL_15;true;11857703
12/08/17 16:51:31;1502571091193;UAV98xmN37;true;9804899
12/08/17 16:51:31;1502571091219;SITL_14;true;12278359
12/08/17 16:51:31;1502571091249;UAV73vCw40;true;13777098
12/08/17 16:51:31;1502571091277;SITL_35;true;12620893
12/08/17 16:51:31;1502571091304;UAV99qyQ38;true;13012705
12/08/17 16:51:31;1502571091331;SITL_34;true;12215561
12/08/17 16:51:31;1502571091362;UAV27iZK17;true;14933903
12/08/17 16:51:31;1502571091395;SITL_19;true;13735032
12/08/17 16:51:31;1502571091426;UAV28QXw46;true;15077527
12/08/17 16:51:31;1502571091451;SITL_18;true;10685574
12/08/17 16:51:31;1502571091482;UAV89lMF34;true;14711556
12/08/17 16:51:31;1502571091520;SITL_31;true;24767948
12/08/17 16:51:31;1502571091548;UAV98HUq40;true;11559938
12/08/17 16:51:31;1502571091576;SITL_30;true;13285230
12/08/17 16:51:31;1502571091603;UAV80hqe44;true;12409363
12/08/17 16:51:31;1502571091634;SITL_33;true;14945020
12/08/17 16:51:31;1502571091667;UAV80fVc09;true;16069675
12/08/17 16:51:31;1502571091700;SITL_32;true;12370303
12/08/17 16:51:31;1502571091724;UAV73MYu02;true;10743264
12/08/17 16:51:31;1502571091748;SITL_38;true;10672353
12/08/17 16:51:31;1502571091772;UAV36ZuV19;true;10322608
12/08/17 16:51:31;1502571091794;SITL_39;true;10098158
12/08/17 16:51:31;1502571091817;UAV84MFR20;true;10878475
12/08/17 16:51:31;1502571091843;SITL_37;true;12922264
12/08/17 16:51:31;1502571091867;UAV39OKs10;true;10619170
12/08/17 16:51:31;1502571091893;SITL_36;true;12438509
12/08/17 16:51:31;1502571091922;UAV13gnL05;true;13189080
12/08/17 16:51:31;1502571091950;SITL_28;true;12470659
12/08/17 16:51:31;1502571091995;UAV58rXn18;true;18804542
12/08/17 16:51:32;1502571092027;SITL_29;true;13032536
12/08/17 16:51:32;1502571092081;UAV89kyh02;true;13770186
12/08/17 16:51:32;1502571092109;SITL_22;true;12135336
12/08/17 16:51:32;1502571092136;UAV11Lul43;true;11750435
12/08/17 16:51:32;1502571092165;SITL_23;true;13808948
12/08/17 16:51:32;1502571092207;UAV72HWO36;true;11758849
12/08/17 16:51:32;1502571092235;SITL_20;true;12190622
12/08/17 16:51:32;1502571092267;UAV91gTk22;true;13774694
12/08/17 16:51:32;1502571092295;SITL_21;true;11397384
12/08/17 16:51:32;1502571092320;UAV78TfE47;true;9845162
12/08/17 16:51:32;1502571092345;SITL_26;true;10221650
12/08/17 16:51:32;1502571092371;SITL_27;true;11280201
12/08/17 16:51:32;1502571092395;SITL_24;true;10461123
12/08/17 16:51:32;1502571092425;SITL_25;true;14218787

































































