




















12/08/17 16:51:33;1502571093384;UAV36vRU15;5.0
12/08/17 16:51:33;1502571093392;UAV577RZ05;5.0
12/08/17 16:51:33;1502571093393;SITL_34;5.0
12/08/17 16:51:33;1502571093393;SITL_35;5.0
12/08/17 16:51:33;1502571093394;UAV80fVc09;5.0
12/08/17 16:51:33;1502571093394;SITL_32;5.0
12/08/17 16:51:33;1502571093394;SITL_33;5.0
12/08/17 16:51:33;1502571093395;SITL_38;5.0
12/08/17 16:51:33;1502571093395;SITL_39;5.0
12/08/17 16:51:33;1502571093395;SITL_36;5.0
12/08/17 16:51:33;1502571093395;UAV84MFR20;5.0
12/08/17 16:51:33;1502571093396;SITL_37;5.0
12/08/17 16:51:33;1502571093396;UAV65MEV46;5.0
12/08/17 16:51:33;1502571093396;SITL_30;5.0
12/08/17 16:51:33;1502571093396;SITL_31;5.0
12/08/17 16:51:33;1502571093397;UAV444yT49;5.0
12/08/17 16:51:33;1502571093397;UAV01GXs13;5.0
12/08/17 16:51:33;1502571093397;UAV36ZuV19;5.0
12/08/17 16:51:33;1502571093397;SITL_29;5.0
12/08/17 16:51:33;1502571093398;UAV50QNv24;5.0
12/08/17 16:51:33;1502571093398;UAV73vCw40;5.0
12/08/17 16:51:33;1502571093398;UAV89lMF34;5.0
12/08/17 16:51:33;1502571093398;SITL_23;5.0
12/08/17 16:51:33;1502571093399;SITL_24;5.0
12/08/17 16:51:33;1502571093399;SITL_21;5.0
12/08/17 16:51:33;1502571093399;SITL_22;5.0
12/08/17 16:51:33;1502571093400;UAV67Vuk19;5.0
12/08/17 16:51:33;1502571093400;SITL_27;5.0
12/08/17 16:51:33;1502571093401;SITL_28;5.0
12/08/17 16:51:33;1502571093401;SITL_25;5.0
12/08/17 16:51:33;1502571093401;UAV28QXw46;5.0
12/08/17 16:51:33;1502571093402;SITL_26;5.0
12/08/17 16:51:33;1502571093402;UAV12CjP23;5.0
12/08/17 16:51:33;1502571093402;UAV650aD49;5.0
12/08/17 16:51:33;1502571093402;SITL_20;5.0
12/08/17 16:51:33;1502571093402;UAV83Ztd50;5.0
12/08/17 16:51:33;1502571093403;UAV98ypn01;5.0
12/08/17 16:51:33;1502571093403;UAV319fW08;5.0
12/08/17 16:51:33;1502571093403;UAV39OKs10;5.0
12/08/17 16:51:33;1502571093403;UAV95TtX10;5.0
12/08/17 16:51:33;1502571093403;UAV37gTF29;5.0
12/08/17 16:51:33;1502571093404;SITL_18;5.0
12/08/17 16:51:33;1502571093404;SITL_19;5.0
12/08/17 16:51:33;1502571093404;SITL_9;5.0
12/08/17 16:51:33;1502571093405;UAV91gTk22;5.0
12/08/17 16:51:33;1502571093405;SITL_7;5.0
12/08/17 16:51:33;1502571093405;SITL_12;5.0
12/08/17 16:51:33;1502571093405;UAV785IQ11;5.0
12/08/17 16:51:33;1502571093406;SITL_8;5.0
12/08/17 16:51:33;1502571093406;SITL_13;5.0
12/08/17 16:51:33;1502571093406;SITL_5;5.0
12/08/17 16:51:33;1502571093406;SITL_10;5.0
12/08/17 16:51:33;1502571093406;SITL_6;5.0
12/08/17 16:51:33;1502571093407;SITL_11;5.0
12/08/17 16:51:33;1502571093407;SITL_3;5.0
12/08/17 16:51:33;1502571093407;SITL_16;5.0
12/08/17 16:51:33;1502571093408;SITL_4;5.0
12/08/17 16:51:33;1502571093408;SITL_17;5.0
12/08/17 16:51:33;1502571093408;SITL_1;5.0
12/08/17 16:51:33;1502571093408;SITL_14;5.0
12/08/17 16:51:33;1502571093409;SITL_2;5.0
12/08/17 16:51:33;1502571093409;SITL_15;5.0
12/08/17 16:51:33;1502571093409;UAV75gXG06;5.0
12/08/17 16:51:33;1502571093409;UAV770WL46;5.0
12/08/17 16:51:33;1502571093410;UAV71XuJ45;5.0
12/08/17 16:51:33;1502571093410;UAV44wPm19;5.0
12/08/17 16:51:33;1502571093410;UAV73MYu02;5.0
12/08/17 16:51:33;1502571093410;UAV98HUq40;5.0
12/08/17 16:51:33;1502571093411;UAV89kyh02;5.0
12/08/17 16:51:33;1502571093411;UAV27iZK17;5.0
12/08/17 16:51:33;1502571093411;UAV34bKc35;5.0
12/08/17 16:51:33;1502571093411;UAV43Xrz27;5.0
12/08/17 16:51:33;1502571093412;UAV11Lul43;5.0
12/08/17 16:51:33;1502571093412;UAV83XeF38;5.0
12/08/17 16:51:33;1502571093412;UAV220Sl27;5.0
12/08/17 16:51:33;1502571093412;UAV355xP39;5.0
12/08/17 16:51:33;1502571093412;UAV238YO34;5.0
12/08/17 16:51:33;1502571093413;UAV983HA39;5.0
12/08/17 16:51:33;1502571093413;UAV72HWO36;5.0
12/08/17 16:51:33;1502571093413;SITL_0;5.0
12/08/17 16:51:33;1502571093415;UAV374wU42;5.0
12/08/17 16:51:33;1502571093417;UAV408vT06;5.0
12/08/17 16:51:33;1502571093417;UAV045hp12;5.0
12/08/17 16:51:33;1502571093417;UAV99ukf24;5.0
12/08/17 16:51:33;1502571093418;UAV13gnL05;5.0
12/08/17 16:51:33;1502571093418;UAV33tvk16;5.0
12/08/17 16:51:33;1502571093418;UAV23BYN08;5.0
12/08/17 16:51:33;1502571093419;UAV123eZ05;5.0
12/08/17 16:51:33;1502571093419;UAV78TfE47;5.0
12/08/17 16:51:33;1502571093419;UAV55qAk40;5.0
12/08/17 16:51:33;1502571093420;UAV98xmN37;5.0
12/08/17 16:51:33;1502571093420;UAV80hqe44;5.0
12/08/17 16:51:33;1502571093420;SITL_43;5.0
12/08/17 16:51:33;1502571093420;UAV58rXn18;5.0
12/08/17 16:51:33;1502571093421;SITL_41;5.0
12/08/17 16:51:33;1502571093421;SITL_42;5.0
