




















12/08/17 16:51:53;1502571113389;RATE;UAV374wU42;0.8017143140502363
12/08/17 16:51:53;1502571113389;RATE;UAV238YO34;0.5159118477944122
12/08/17 16:51:53;1502571113389;RATE;UAV89kyh02;0.6000709370110004
12/08/17 16:51:53;1502571113390;RATE;UAV83Ztd50;0.21714932669089593
12/08/17 16:51:53;1502571113390;RATE;UAV98ypn01;0.5229275609318254
12/08/17 16:51:53;1502571113390;RATE;UAV123eZ05;0.7890317353555999
12/08/17 16:51:53;1502571113390;RATE;UAV80fVc09;0.9681787990532877
12/08/17 16:51:53;1502571113390;RATE;SITL_7;0.5518084423602998
12/08/17 16:51:53;1502571113390;RATE;UAV13gnL05;0.6901587553158306
12/08/17 16:51:53;1502571113390;RATE;UAV983HA39;0.9828316494474729
12/08/17 16:51:53;1502571113390;RATE;SITL_8;0.045531144087940456
12/08/17 16:51:53;1502571113390;RATE;UAV11Lul43;0.33361348570304206
12/08/17 16:51:53;1502571113390;RATE;UAV58rXn18;0.9777664171379163
12/08/17 16:51:53;1502571113390;RATE;UAV98xmN37;0.06696912268375743
12/08/17 16:51:53;1502571113390;RATE;UAV33tvk16;0.199166214042921
12/08/17 16:51:53;1502571113390;RATE;SITL_24;0.34600355236342195
12/08/17 16:51:53;1502571113390;RATE;UAV23BYN08;0.4791488949776027
12/08/17 16:51:53;1502571113390;RATE;SITL_43;0.15086470268482954
12/08/17 16:51:53;1502571113391;RATE;UAV75gXG06;0.6038196718083031
12/08/17 16:51:53;1502571113391;RATE;UAV73vCw40;0.4215612278423586
12/08/17 16:51:53;1502571113839;INJECT;UAV238YO34;A_1_1_5
12/08/17 16:51:53;1502571113850;DETECT;UAV238YO34;A_1_1_5
12/08/17 16:51:54;1502571114174;INJECT;UAV58rXn18;A_1_1_20
12/08/17 16:51:54;1502571114254;INJECT;UAV73vCw40;A_1_1_5
12/08/17 16:51:54;1502571114288;DETECT;UAV73vCw40;A_1_1_5
12/08/17 16:51:54;1502571114535;INJECT;UAV374wU42;A_1_1_20
12/08/17 16:51:54;1502571114649;INJECT;UAV983HA39;A_1_1_5
12/08/17 16:51:54;1502571114660;DETECT;UAV983HA39;A_1_1_5
12/08/17 16:51:54;1502571114678;INJECT;UAV98ypn01;A_1_1_20
12/08/17 16:51:54;1502571114838;INJECT;UAV80fVc09;A_1_1_20
12/08/17 16:51:57;1502571117933;INJECT;UAV33tvk16;A_1_1_5
12/08/17 16:51:57;1502571117939;DETECT;UAV33tvk16;A_1_1_5
12/08/17 16:51:58;1502571118234;INJECT;UAV23BYN08;A_1_1_20
12/08/17 16:51:58;1502571118853;INJECT;UAV238YO34;A_1_1_5
12/08/17 16:51:58;1502571118861;DETECT;UAV238YO34;A_1_1_5
12/08/17 16:51:59;1502571119549;INJECT;UAV374wU42;A_1_1_20
12/08/17 16:51:59;1502571119662;INJECT;UAV983HA39;A_1_1_5
12/08/17 16:51:59;1502571119668;DETECT;UAV983HA39;A_1_1_5
12/08/17 16:51:59;1502571119858;INJECT;UAV58rXn18;A_1_1_20
12/08/17 16:51:59;1502571119966;DETECT;UAV98ypn01;A_1_1_20
12/08/17 16:52:00;1502571120170;INJECT;UAV80fVc09;A_1_1_20
12/08/17 16:52:03;1502571123210;DETECT;UAV23BYN08;A_1_1_20
12/08/17 16:52:03;1502571123865;INJECT;UAV238YO34;A_1_1_5
12/08/17 16:52:03;1502571123871;DETECT;UAV238YO34;A_1_1_5
12/08/17 16:52:04;1502571124668;INJECT;UAV983HA39;A_1_1_5
12/08/17 16:52:04;1502571124674;DETECT;UAV983HA39;A_1_1_5
12/08/17 16:52:04;1502571124956;INJECT;UAV58rXn18;A_1_1_20
12/08/17 16:52:04;1502571124964;DETECT;UAV58rXn18;A_1_1_20
12/08/17 16:52:05;1502571125070;DETECT;UAV98ypn01;A_1_1_20
12/08/17 16:52:05;1502571125179;INJECT;UAV80fVc09;A_1_1_20
12/08/17 16:52:05;1502571125187;DETECT;UAV80fVc09;A_1_1_20
12/08/17 16:52:07;1502571127524;INJECT;UAV13gnL05;A_1_1_20
12/08/17 16:52:08;1502571128011;INJECT;UAV33tvk16;A_1_1_5
12/08/17 16:52:08;1502571128018;DETECT;UAV33tvk16;A_1_1_5
12/08/17 16:52:08;1502571128238;INJECT;UAV23BYN08;A_1_1_20
12/08/17 16:52:08;1502571128247;DETECT;UAV23BYN08;A_1_1_20
12/08/17 16:52:08;1502571128461;INJECT;UAV75gXG06;A_1_1_5
12/08/17 16:52:08;1502571128469;DETECT;UAV75gXG06;A_1_1_5
12/08/17 16:52:09;1502571129637;INJECT;UAV983HA39;A_1_1_5
12/08/17 16:52:09;1502571129645;DETECT;UAV983HA39;A_1_1_5
12/08/17 16:52:09;1502571129934;INJECT;UAV58rXn18;A_1_1_20
12/08/17 16:52:09;1502571129942;DETECT;UAV58rXn18;A_1_1_20
12/08/17 16:52:10;1502571130170;INJECT;UAV80fVc09;A_1_1_20
12/08/17 16:52:10;1502571130179;DETECT;UAV80fVc09;A_1_1_20
12/08/17 16:52:11;1502571131848;INJECT;UAV89kyh02;A_1_1_20
12/08/17 16:52:12;1502571132487;INJECT;UAV13gnL05;A_1_1_20
12/08/17 16:52:12;1502571132495;DETECT;UAV13gnL05;A_1_1_20
12/08/17 16:52:13;1502571133245;DETECT;UAV23BYN08;A_1_1_20
12/08/17 16:52:14;1502571134664;INJECT;UAV983HA39;A_1_1_5
12/08/17 16:52:14;1502571134673;DETECT;UAV983HA39;A_1_1_5
12/08/17 16:52:14;1502571134948;INJECT;UAV58rXn18;A_1_1_20
12/08/17 16:52:14;1502571134958;DETECT;UAV58rXn18;A_1_1_20
12/08/17 16:52:15;1502571135164;INJECT;UAV80fVc09;A_1_1_20
12/08/17 16:52:15;1502571135172;DETECT;UAV80fVc09;A_1_1_20
12/08/17 16:52:17;1502571137505;DETECT;UAV13gnL05;A_1_1_20
12/08/17 16:52:18;1502571138489;INJECT;UAV75gXG06;A_1_1_5
12/08/17 16:52:18;1502571138512;DETECT;UAV75gXG06;A_1_1_5
12/08/17 16:52:18;1502571138552;INJECT;UAV374wU42;A_1_1_20
12/08/17 16:52:18;1502571138552;INJECT;UAV123eZ05;A_1_1_20
12/08/17 16:52:18;1502571138598;DETECT;UAV374wU42;A_1_1_20
12/08/17 16:52:19;1502571139640;INJECT;UAV983HA39;A_1_1_5
12/08/17 16:52:19;1502571139647;DETECT;UAV983HA39;A_1_1_5
12/08/17 16:52:23;1502571143483;INJECT;UAV75gXG06;A_1_1_5
12/08/17 16:52:23;1502571143492;DETECT;UAV75gXG06;A_1_1_5
12/08/17 16:52:24;1502571144655;INJECT;UAV983HA39;A_1_1_5
12/08/17 16:52:24;1502571144663;DETECT;UAV983HA39;A_1_1_5
12/08/17 16:52:28;1502571148536;INJECT;UAV374wU42;A_1_1_20
12/08/17 16:52:28;1502571148546;DETECT;UAV374wU42;A_1_1_20
12/08/17 16:52:29;1502571149670;INJECT;UAV983HA39;A_1_1_5
12/08/17 16:52:29;1502571149677;DETECT;UAV983HA39;A_1_1_5
12/08/17 16:52:33;1502571153512;INJECT;UAV374wU42;A_1_1_20
12/08/17 16:52:33;1502571153524;DETECT;UAV374wU42;A_1_1_20
12/08/17 16:52:33;1502571153900;INJECT;UAV238YO34;A_1_1_5
12/08/17 16:52:33;1502571153908;DETECT;UAV238YO34;A_1_1_5
12/08/17 16:52:34;1502571154687;INJECT;UAV983HA39;A_1_1_5
12/08/17 16:52:34;1502571154695;DETECT;UAV983HA39;A_1_1_5
12/08/17 16:52:38;1502571158515;INJECT;UAV374wU42;A_1_1_20
12/08/17 16:52:38;1502571158528;DETECT;UAV374wU42;A_1_1_20
12/08/17 16:52:39;1502571159658;INJECT;UAV983HA39;A_1_1_5
12/08/17 16:52:39;1502571159666;DETECT;UAV983HA39;A_1_1_5
12/08/17 16:52:43;1502571163522;INJECT;UAV374wU42;A_1_1_20
12/08/17 16:52:43;1502571163562;INJECT;UAV123eZ05;A_1_1_20
12/08/17 16:52:43;1502571163574;DETECT;UAV374wU42;A_1_1_20
12/08/17 16:52:43;1502571163616;DETECT;UAV123eZ05;A_1_1_20
12/08/17 16:52:44;1502571164675;INJECT;UAV983HA39;A_1_1_5
12/08/17 16:52:44;1502571164685;DETECT;UAV983HA39;A_1_1_5
12/08/17 16:52:48;1502571168529;INJECT;UAV374wU42;A_1_1_20
12/08/17 16:52:48;1502571168543;DETECT;UAV374wU42;A_1_1_20
12/08/17 16:52:49;1502571169146;INJECT;SITL_24;A_1_1_5
12/08/17 16:52:49;1502571169156;DETECT;SITL_24;A_1_1_5
12/08/17 16:52:49;1502571169703;INJECT;UAV983HA39;A_1_1_5
12/08/17 16:52:49;1502571169714;DETECT;UAV983HA39;A_1_1_5
12/08/17 16:52:53;1502571173549;INJECT;UAV123eZ05;A_1_1_20
12/08/17 16:52:53;1502571173549;INJECT;UAV374wU42;A_1_1_20
12/08/17 16:52:53;1502571173568;DETECT;UAV123eZ05;A_1_1_20
12/08/17 16:52:53;1502571173581;DETECT;UAV374wU42;A_1_1_20
12/08/17 16:52:53;1502571173886;INJECT;UAV238YO34;A_1_1_5
12/08/17 16:52:53;1502571173895;DETECT;UAV238YO34;A_1_1_5
12/08/17 16:52:54;1502571174197;INJECT;SITL_24;A_1_1_5
12/08/17 16:52:54;1502571174223;DETECT;SITL_24;A_1_1_5
12/08/17 16:52:54;1502571174676;INJECT;UAV983HA39;A_1_1_5
12/08/17 16:52:54;1502571174686;DETECT;UAV983HA39;A_1_1_5
12/08/17 16:52:58;1502571178566;INJECT;UAV123eZ05;A_1_1_20
12/08/17 16:52:58;1502571178566;INJECT;UAV374wU42;A_1_1_20
12/08/17 16:52:58;1502571178589;DETECT;UAV123eZ05;A_1_1_20
12/08/17 16:52:58;1502571178603;DETECT;UAV374wU42;A_1_1_20
12/08/17 16:52:59;1502571179435;INJECT;SITL_7;A_1_1_5
12/08/17 16:52:59;1502571179447;DETECT;SITL_7;A_1_1_5
12/08/17 16:52:59;1502571179690;INJECT;UAV983HA39;A_1_1_5
12/08/17 16:52:59;1502571179714;DETECT;UAV983HA39;A_1_1_5
12/08/17 16:53:03;1502571183547;INJECT;UAV123eZ05;A_1_1_20
12/08/17 16:53:03;1502571183548;INJECT;UAV374wU42;A_1_1_20
12/08/17 16:53:03;1502571183561;DETECT;UAV123eZ05;A_1_1_20
12/08/17 16:53:03;1502571183573;DETECT;UAV374wU42;A_1_1_20
12/08/17 16:53:03;1502571183923;INJECT;UAV238YO34;A_1_1_5
12/08/17 16:53:03;1502571183933;DETECT;UAV238YO34;A_1_1_5
